station/location;date;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
SIO;20100801;216;0;61;960.1;45.6;12625;18.5;6.9;31.9;70.8
SIO;20100901;183;0;52;959.4;21.7;12465;14.8;2.6;26.3;70.3
SIO;20101001;116;0;58;957.7;16.7;9140;10.3;-1.4;25.3;72.8
SIO;20101101;63;0;68;952.3;36.9;4800;5.5;-6.8;19.2;76.8
SIO;20101201;43;2;64;955.9;69.3;3717;-0.6;-11.4;10.4;79.7
SIO;20110101;66;0;42;962.6;24.5;7485;0.2;-9.6;11.6;76.7
SIO;20110201;105;0;48;961.5;6.6;8514;2.9;-7.8;15.7;69.6
SIO;20110301;170;0;46;962.7;12.1;13221;7.9;-3.6;21.2;62.6
SIO;20110401;246;0;40;960.4;5;16768;14.2;1.8;27.2;53.9
SIO;20110501;270;0;50;961.7;46.1;16531;17;3.8;31.2;59.6
SIO;20110601;267;0;61;960.4;43.1;13956;18.8;7.6;34.5;63.4
SIO;20110701;265;0;63;957.3;68.8;14508;18.6;6.9;34.7;63.8
SIO;20110801;248;0;43;960;25.2;16764;21;7.6;36.8;61.6
SIO;20110901;186;0;42;962.4;39.8;13890;17.8;5.9;32.3;70.5
SIO;20111001;130;0;30;964.9;34.6;12424;10.4;-1.4;25.4;72.9
SIO;20111101;80;0;26;964.6;0.1;8783;5.2;-5.4;19.3;69.6
SIO;20111201;35;5;72;963.6;178.6;2748;1.9;-7.1;13.6;86
SIO;20120101;52;2;63;966.4;56.6;4341;1.5;-8.4;11.4;80.6
SIO;20120201;116;0;39;966.2;0;10414;-1.7;-13.8;16.3;68.8
SIO;20120301;193;0;28;967.9;5.6;15650;9.1;-3.2;23.2;54.6
SIO;20120401;201;0;75;950.1;55.9;9085;10.9;-0.6;27.2;62.6
SIO;20120501;270;0;59;959.1;46.6;15025;16.1;1.5;30.2;61.3
SIO;20120601;268;0;59;958.9;37.6;14618;20;7.9;34.3;63
SIO;20120701;277;0;49;960.1;50.3;17010;20.3;9;35.3;62.6
SIO;20120801;240;0;45;961.4;66.2;16630;21.3;9.8;36.9;64
SIO;20120901;178;0;55;960.3;50.7;12240;15.9;5.2;28.2;72.5
SIO;20121001;111;0;54;957.6;39.1;8900;11.5;-2.2;23;75.8
SIO;20121101;70;0;57;958.1;53.9;6183;6.4;-2.6;19.2;75.7
SIO;20121201;39;12;72;960.5;152.2;2618;0.6;-11.6;9.2;84
SIO;20130101;59;0;60;958.8;21.8;5202;0.9;-6.8;11.3;74.1
SIO;20130201;110;1;54;956.9;58;8297;0.4;-9.3;9.7;69.6
SIO;20130301;141;0;63;950.2;29.5;8202;5.6;-4.8;18;65.4
SIO;20130401;210;0;67;957.5;45.9;11527;11.2;-1.8;28.4;66
SIO;20130501;236;0;73;955.6;86;10084;12.8;3.4;25.2;66.2
SIO;20130601;281;0;54;961.2;19.8;14997;18.2;6.9;36.2;61.8
SIO;20130701;286;0;46;962.4;51.5;17580;21.9;10.2;37.2;64.9
SIO;20130801;256;0;41;961.5;30.8;17478;20.5;10.5;35;64.5
SIO;20130901;187;0;55;960.6;44.9;12588;16.3;6;30;72
SIO;20131001;111;0;67;961.7;66.4;8088;12.7;2.3;24;79.3
SIO;20131101;59;0;62;959.5;96.3;4457;3.8;-7.7;18.4;83.6
SIO;20131201;50;0;34;967.4;16.8;5509;0.5;-9.2;13;78.3
SIO;20140101;52;0;63;955.7;42.1;3708;2.6;-5.7;12;80.1
SIO;20140201;89;0;67;955.6;79.1;5792;4.2;-2.2;14.2;75.9
SIO;20140301;185;0;45;960;4.8;14127;8.4;-0.9;22.6;58.2
SIO;20140401;222;0;60;957.3;28.6;12944;12.8;2.3;24.7;59.5
SIO;20140501;257;0;64;959.2;34.4;12732;14.5;2.7;29.2;61.1
SIO;20140601;286;0;57;959.8;17.3;15978;20.1;8.1;36.2;56.9
SIO;20140701;220;0;71;959;105.7;10209;19.3;9.2;34;72.1
SIO;20140801;231;0;64;959.3;87.1;13006;18.4;8.2;29.4;70.6
SIO;20140901;191;0;50;961.3;15;13363;16.9;6.6;28.3;71.7
SIO;20141001;123;0;50;962.3;29.4;10596;13;1.3;25.8;77
SIO;20141101;66;0;59;956.2;45.4;5347;8.1;0;19.6;78.9
SIO;20141201;43;4;63;964.3;40.8;3491;2.7;-11.6;11.5;80.7
SIO;20150101;53;3;60;962.9;55.5;3942;1.4;-9;14.5;78.5
SIO;20150201;103;2;59;958.9;10.3;7221;1.3;-6.4;12;71.6
SIO;20150301;157;0;56;962.7;63.1;11048;7.9;-3;19;59.9
SIO;20150401;232;0;50;962.8;20.4;13741;12.2;-1.3;25.8;54.8
SIO;20150501;252;0;63;960.2;114.5;14181;15.6;3.8;30.7;62
SIO;20150601;295;0;56;961.9;34.6;16414;20.6;9.4;33.2;58
SIO;20150701;296;0;40;960.5;40;19170;24;11.3;37.8;53.3
SIO;20150801;226;0;50;960.6;73.1;14274;20.9;10.8;37.2;66.3
SIO;20150901;182;0;50;960.6;13.3;12118;14.9;3.7;26.5;66.9
SIO;20151001;119;0;56;960.9;29.3;9784;10.5;1.1;21.5;75.2
SIO;20151101;72;0;40;966.5;42.1;7263;5.9;-5.5;19.3;75.8
SIO;20151201;50;0;28;973.5;3.9;5799;2.2;-5.6;11.9;78.6
SIO;20160101;49;1;70;960.6;127.3;3733;2.3;-6.4;14.5;78.3
SIO;20160201;80;1;74;957.7;87.3;4764;4.4;-3.8;15;76.6
SIO;20160301;171;0;48;956.8;18.1;12156;6.6;-2.9;21;59.3
SIO;20160401;206;0;72;956.1;39.4;10041;11.3;0;22.8;59.9
SIO;20160501;256;0;68;957.4;75.1;13047;14.7;2.9;28.7;59.5
SIO;20160601;269;0;68;959.1;44.4;12589;18.7;9.3;34.5;64.8
SIO;20160701;288;0;47;962.2;46.6;17476;21.5;8;34.8;61.4
SIO;20160801;254;0;42;963.6;26.6;17355;21;9.4;33.6;61.6
SIO;20160901;183;0;47;962.8;14.2;12946;18.4;8.6;31.6;65.4
SIO;20161001;115;0;50;963.3;32.3;9845;10.1;0.6;22;73.3
SIO;20161101;61;0;65;960.1;75.2;4527;5.9;-3.2;17.5;77.2
SIO;20161201;54;0;19;973.1;0;6680;-0.7;-7.6;10.5;77.5
SIO;20170101;56;1;49;965.4;31.5;4867;-2.3;-12.1;12.5;77.5
SIO;20170201;106;0;49;961.8;39.3;8362;5.3;-2.7;21.4;68.8
SIO;20170301;159;0;57;961.5;61.6;11019;9.7;-1.4;23.4;64.4
SIO;20170401;244;0;40;961.5;20.8;15600;11.6;-1.7;26.2;53.2
SIO;20170501;263;0;55;960.5;43.9;14973;16.4;2.7;31.9;59.2
SIO;20170601;289;0;48;959.6;67.8;16632;21.7;7.5;36;59.1
SIO;20170701;278;0;57;960.6;50.6;15862;22.1;12.9;34.8;57.3
SIO;20170801;229;0;51;962.1;69.6;15098;21.3;10.4;36.9;63
SIO;20170901;179;0;62;960.7;10.8;11787;14.8;3.9;27.6;63.8
SIO;20171001;126;0;42;966.3;12.2;11332;11.8;1;24.2;66.7
SIO;20171101;65;0;61;961.7;43.3;5029;4.2;-4.4;17.9;74.5
SIO;20171201;43;13;62;962.6;113.9;3278;-0.6;-10.7;7;81.8
SIO;20180101;52;2;64;961.3;197;4220;3.9;-4.6;12.9;78.1
SIO;20180201;98;1;66;956.4;29.9;7085;0.8;-9.6;11;66.1
SIO;20180301;143;0;-;948.5;30.8;7892;6;-3.4;17.6;65
SIO;20180401;238;0;-;957.8;29.3;14879;14.3;0.6;28.9;50.3
SIO;20180501;253;0;-;958.2;36.8;12732;16.8;7;29.6;63.9
SIO;20180601;309;0;-;959.1;25.8;17546;21.1;10.6;33.1;57.2
SIO;20180701;302;0;-;959.5;25;19101;23.3;13;35.9;53.9
SIO;20180801;246;0;-;961.5;82.3;16345;21.8;8.3;36.2;60.9
SIO;20180901;204;0;-;964.2;20.4;15113;18.7;7;30.8;60.8
SIO;20181001;130;0;-;960.9;38.1;12008;12.4;3.1;25;68.1
SIO;20181101;70;0;-;960;7;5995;6.8;-2.4;20.7;75.6
SIO;20181201;39;1;-;966.4;110.7;3324;2.9;-6;12.2;81.7
SIO;20190101;59;0;-;960.5;25.1;5079;0;-6.3;8;69.6
SIO;20190201;122;0;-;967.4;17;10512;4.1;-4.6;20.8;64.8
SIO;20190301;169;0;-;964.1;37.4;12025;8;-2.7;21.5;57.2
SIO;20190401;221;0;-;956.3;28.2;12116;11.4;-0.6;24.1;54.5
SIO;20190501;252;0;-;957.5;51;12929;13.3;0.5;26.6;59.5
SIO;20190601;296;0;-;960.5;52.8;17320;21.2;9.4;37;57.3
SIO;20190701;290;0;-;959.2;76.1;17892;23;13;38;56
SIO;20190801;244;0;-;961.5;82.1;15867;21;11.1;34.4;65.2
SIO;20190901;190;0;-;962.7;4.9;12870;17.4;8.5;30.2;63.9
SIO;20191001;106;0;-;960.7;47.9;7607;12.9;5.2;24.9;76.3
SIO;20191101;58;0;-;951;78.2;3360;5.8;-3;15.5;81.5
SIO;20191201;39;2;-;960.6;106.8;3880;3.3;-3.7;15.3;81.2
SIO;20200101;58;0;-;969.4;24.2;6463;1.4;-6.3;13;75.2
SIO;20200201;91;1;-;964.9;78.6;6972;5.8;-3.4;18.8;66
SIO;20200301;176;0;-;959.9;64.2;12872;7.4;-1.6;20.7;63.2
SIO;20200401;248;0;-;959.5;23.1;15807;14;-0.2;25.5;51.4
SIO;20200501;273;0;-;960.9;47.4;15902;16.4;5.8;30.2;62.4
SIO;20200601;272;0;-;957.6;46.9;13530;18.6;9.9;31.8;62.8
SIO;20200701;307;0;-;961;39.7;19102;21.5;10.2;34.4;60
SIO;20200801;239;0;-;959.3;80.5;15299;20.5;8.6;36;65.8
SIO;20200901;190;0;-;961;35.2;13320;16.7;3.7;28.7;72.7
SIO;20201001;106;0;-;959;66.8;7539;9.7;-0.4;20.8;78.6
SIO;20201101;73;0;-;968.2;4.6;7183;5.4;-5.4;20.5;78.7
SIO;20201201;41;0;-;954.4;33.8;2730;1.9;-6;12.2;82.3
SIO;20210101;50;3;-;956.6;100.1;3381;0.1;-10.1;9.6;79.3
SIO;20210201;100;0;-;962.1;30.8;7399;5.4;-5.6;20.8;68.5
SIO;20210301;178;0;-;964.8;31.8;13151;7.2;-2.7;23.8;58.8
SIO;20210401;242;0;-;959.7;19.5;14761;10;-2.5;24;54.9
SIO;20210501;237;0;-;958.7;107.6;11899;12.3;1.3;26;64.2
SIO;20210601;282;0;-;961.2;42.7;15001;20.4;7.9;33.3;64.4
SIO;20210701;246;0;-;959.6;133.9;13692;19.3;9.9;29.3;72.3
SIO;20210801;256;0;-;960.6;41.4;16901;18.9;7.7;33;67.1
SIO;20210901;184;0;-;963.2;50.5;13250;17;6;29;73.3
SIO;20211001;135;0;-;963.9;17.6;12456;10;-0.1;24.3;70.9
SIO;20211101;64;0;-;959.5;15.7;5260;4.3;-6.1;16.5;78.2
SIO;20211201;43;9;-;961.3;104.1;3696;-0.9;-11.9;9.6;86.6
SIO;20220101;66;2;-;969.1;11.7;6611;-0.5;-9.1;16.8;75.8
SIO;20220201;110;0;-;965.9;25.8;8398;4.1;-5.6;15.8;64.8
SIO;20220301;182;0;-;964.3;6.5;13877;8;-5;21.4;49.1
SIO;20220401;225;0;-;956;27.5;13305;11;-1.6;24.1;60.4
SIO;20220501;284;0;-;960.9;30.5;17059;18;5;32.7;59.2
SIO;20220601;277;0;-;960.2;52.3;16052;21.2;6.3;36.4;61.4
SIO;20220701;318;0;-;962.6;29.4;21513;23.6;10.9;36.8;53.9
SIO;20220801;250;0;-;959.3;36.4;16874;22;11.7;36.2;60.8
SIO;20220901;186;0;-;958;46;11938;15.9;2.5;29.5;68.1
SIO;20221001;116;0;-;965.6;77.7;9930;13.8;6.2;23.7;78.4
SIO;20221101;66;0;-;960.4;52;5136;6.4;-2.7;17.1;79.3
SIO;20221201;42;0;-;959.3;90.3;3330;2.7;-5.9;12.4;82
