station/location;date;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
GVE;19790501;-;0;56;969.4;72.6;12978;12.7;-1.6;27.3;66.3
GVE;19790601;-;0;56;970.2;75.4;13302;17;4.7;27.8;74.2
GVE;19790701;-;0;38;971.6;42.7;18912;19.1;7.5;32.8;62.4
GVE;19790801;-;0;51;968.3;62.1;13806;17;5.4;31.3;71.4
GVE;19790901;-;0;43;972.1;29.7;12522;15;1.3;28;74.8
GVE;19791001;-;0;73;965.7;109.8;4134;10.8;1.1;20.3;88
GVE;19791101;-;0;66;969.6;73.8;4626;4.6;-5.7;15.7;80.2
GVE;19791201;-;0;70;968.7;137.6;3588;3.4;-3.3;14.4;82.4
GVE;19800101;-;0;81;967.6;120.1;2670;0.8;-5.5;12.2;80.5
GVE;19800201;-;0;66;972.6;90.9;5310;4.3;-3.6;14;80.1
GVE;19800301;-;0;71;962.6;113.7;6180;5.5;-4.5;15.1;76.1
GVE;19800401;-;0;59;968.6;9.6;9714;7.5;-2.4;18.3;65.3
GVE;19800501;-;0;59;963.6;82;10740;11.5;1.3;23;71.7
GVE;19800601;-;0;66;967.6;130.2;8226;14.7;4.5;26.5;76.7
GVE;19800701;-;0;56;967.9;141.2;11904;16.4;4.7;28.6;73.8
GVE;19800801;-;0;48;970.1;90.8;15102;18.8;5.6;31;71.8
GVE;19800901;-;0;38;973.1;69.7;13488;15.4;6.1;26.2;79.7
GVE;19801001;-;0;61;966.5;151.3;7062;8.8;-1.7;22.5;84.4
GVE;19801101;-;0;73;968.2;57.4;3702;3.8;-4.7;16.1;80.6
GVE;19801201;-;0;70;973.1;75.5;3096;-0.3;-11;10.4;81.6
GVE;19810101;44;4;76;974.2;106.8;3079;-0.7;-10.8;7.4;79.4
GVE;19810201;76;0;70;970.5;35.4;3871;-0.4;-9.4;8.6;77.8
GVE;19810301;108;0;80;964.6;88;5552;7.9;-3;20.7;75.9
GVE;19810401;193;0;61;966.9;13.5;8601;10.5;-2.2;22.8;67.9
GVE;19810501;194;0;75;964.8;100.9;6920;12.5;2.2;26.4;74.5
GVE;19810601;254;0;58;969.5;62.4;11540;16.5;5.3;29.8;68
GVE;19810701;224;0;59;970.3;106.2;10919;17.3;7.1;30.6;70.5
GVE;19810801;228;0;44;970.4;18;14367;18.5;6.2;32.4;66.1
GVE;19810901;133;0;69;968.7;107.8;6067;15.2;3.3;26.7;77.3
GVE;19811001;86;0;74;967.2;107.7;5449;10;-0.9;23.7;78.3
GVE;19811101;61;0;59;976.8;41.3;6397;4.4;-6.2;14;74.5
GVE;19811201;32;6;80;957.1;199.1;2066;2;-9;12.4;79
GVE;19820101;36;0;85;971;54.2;2288;3;-4.1;12.8;82
GVE;19820201;69;0;70;970.9;15.2;4841;2.4;-6.6;11.9;79.5
GVE;19820301;123;0;66;969.5;59.7;8250;5;-4;15.9;67.3
GVE;19820401;229;0;43;967.6;2.5;16146;8.8;-0.8;19.3;57.4
GVE;19820501;229;0;59;971;35.6;12359;13.4;0.6;25.9;64.2
GVE;19820601;221;0;69;968.5;157.7;10174;17.3;7.5;29.3;70.8
GVE;19820701;244;0;51;969.1;51.5;13098;20.2;9.2;32.5;68.6
GVE;19820801;205;0;59;969;70;11432;17.9;5.7;30.8;71.6
GVE;19820901;166;0;49;970.8;82.5;11606;16;3.7;27.8;76.9
GVE;19821001;78;0;81;966.6;138.1;3724;9.7;1.8;18.4;84.1
GVE;19821101;49;0;76;969.4;100.7;4085;6.2;-1.5;19.9;81.4
GVE;19821201;33;0;74;968.8;130.8;3046;3.7;-5.4;12.7;79.9
GVE;19830101;49;0;65;981.1;52.2;4519;2.1;-5.7;12.9;82.1
GVE;19830201;61;0;81;969.1;57.4;2508;0.4;-8.2;11.3;76
GVE;19830301;138;0;55;969.9;85.4;8859;5.9;-3.5;17.3;71.1
GVE;19830401;144;0;80;963.4;100.6;5039;8.9;-1.5;21.4;73.8
GVE;19830501;159;0;84;964.1;190.6;5002;11.2;1.9;24.1;75.2
GVE;19830601;260;0;55;970.7;78.2;12894;17.7;7.3;30.7;66.4
GVE;19830701;281;0;29;969.2;49.1;17613;22.7;8.7;35.3;61.9
GVE;19830801;216;0;55;969.1;78.2;10707;19.4;8.5;30.4;66.4
GVE;19830901;169;0;50;970.6;89.6;11613;15.9;4.9;27.1;71.8
GVE;19831001;109;0;53;974.6;66.4;9356;10.4;-0.6;24.1;75.7
GVE;19831101;41;0;83;970.4;99.4;2250;5.2;-3.4;14.8;80.2
GVE;19831201;40;0;73;970.3;74.3;4636;2.2;-4.5;14.5;79.1
GVE;19840101;43;4;76;967.9;130.1;3497;1.8;-7;11.1;78
GVE;19840201;69;1;76;970.2;102.5;3207;1.5;-7.2;11.4;71.9
GVE;19840301;144;1;53;965.1;68.5;9407;3.5;-6.2;13.3;70.5
GVE;19840401;217;0;44;967.5;26;13113;8.3;-3.1;23.2;65.1
GVE;19840501;182;0;78;959.8;54.3;5397;10.4;-0.7;20.7;73.8
GVE;19840601;256;0;50;968.6;47.9;13509;16.1;5.4;29.1;67
GVE;19840701;276;0;35;970.7;8.8;17561;19.6;5.1;34.9;59.5
GVE;19840801;209;0;51;968.9;25.9;12122;18.4;9.6;33.8;65.9
GVE;19840901;141;0;68;965.6;157.1;8504;13.9;5;30.3;74.1
GVE;19841001;94;0;66;970.9;98.1;6828;10.6;0.6;21;78.2
GVE;19841101;41;0;80;963.9;63.1;2807;6.4;-2.1;16.5;85.9
GVE;19841201;32;0;83;973.7;44;2377;2.8;-6;10.3;82.6
GVE;19850101;42;2;83;963.6;102;2305;-3.4;-18.9;10.1;80.1
GVE;19850201;80;14;70;970.7;90.3;4704;0.1;-17;14.3;80.4
GVE;19850301;116;1;74;965.6;78.9;5984;3.1;-5.1;17.8;73.8
GVE;19850401;197;0;63;965.3;72.2;10884;9.4;-0.8;23.4;65.3
GVE;19850501;196;0;74;963.4;97.9;8109;12.4;1.7;26.3;72.2
GVE;19850601;237;0;65;967.8;151.4;11814;15.3;3.9;28.2;68
GVE;19850701;264;0;43;969.6;67.7;17431;20.3;10.3;34.1;65.1
GVE;19850801;230;0;44;969.2;67.8;16211;18.3;7;32.3;65.9
GVE;19850901;194;0;30;973;6;16904;16.4;5.5;27.5;69
GVE;19851001;113;0;51;974.4;2.1;10278;11.2;0.2;27.3;71.3
GVE;19851101;41;0;83;966.1;67.5;2539;2.9;-7.1;19.5;77.1
GVE;19851201;40;0;63;971;43.7;4758;2.7;-6.9;15.6;81.2
GVE;19860101;42;2;79;965.3;124.8;2963;1.5;-6.7;10;81.5
GVE;19860201;57;4;86;961;53;1339;-1.8;-10.9;8.6;77.1
GVE;19860301;120;1;64;968.1;55.2;7707;4.7;-7.2;15.3;72.9
GVE;19860401;123;0;88;961.6;137.6;3595;6.9;-4.5;18.2;74.8
GVE;19860501;216;0;71;969.8;55.2;10141;15.4;3.3;28.6;69.2
GVE;19860601;259;0;49;968.3;66.1;14317;17.2;2.6;31.2;66.7
GVE;19860701;272;0;46;969.6;56.1;16629;19.8;7.4;33.8;58.7
GVE;19860801;206;0;60;968;88.3;12170;18.4;4.9;34.8;65.8
GVE;19860901;162;0;55;971.4;61.7;11044;15.5;5.5;29.9;71.1
GVE;19861001;102;0;61;972.4;60.3;7842;11.8;-0.8;23.2;76.9
GVE;19861101;61;0;59;974.8;51.7;5958;5;-2.5;15.1;80.2
GVE;19861201;35;2;84;974.4;78.8;2110;2.3;-10.6;10.2;81.8
GVE;19870101;33;4;85;968.7;41.6;1591;-1.9;-14.9;9.5;77
GVE;19870201;53;0;88;966.1;65.7;2011;2.4;-4.2;11.2;79.6
GVE;19870301;108;0;75;968.6;46;5040;3.6;-6.6;15.8;65.9
GVE;19870401;187;0;54;969.1;52.7;11921;9.9;-2;24.2;64.3
GVE;19870501;204;0;68;967.2;89.5;10302;11.1;0.8;25.6;67.4
GVE;19870601;208;0;73;968.6;196.3;9633;15.3;6.5;31.1;71
GVE;19870701;222;0;58;968.3;89.8;11490;19.4;6.3;32.2;67.2
GVE;19870801;218;0;50;968.7;74.5;13950;18.8;6.6;32.4;67
GVE;19870901;172;0;51;970.5;50.8;12839;17.5;3.6;31.5;70.7
GVE;19871001;69;0;85;967.4;105.1;3197;11.6;2.6;23.6;83.2
GVE;19871101;45;0;79;968.6;58.9;3249;6.2;-2.2;13.9;80.4
GVE;19871201;26;0;89;972.4;40.8;1493;3.3;-2.1;14.8;86.5
GVE;19880101;35;0;85;966.1;93;2357;4.3;-3.7;12.8;82.2
GVE;19880201;78;0;66;967.8;82.3;5638;2.7;-4.4;13.3;74.3
GVE;19880301;114;0;81;966.9;112.1;5858;5.1;-6.1;18.9;73.9
GVE;19880401;175;0;66;965.5;56;8994;9.4;-1.9;20.5;78.1
GVE;19880501;194;0;73;964.7;98.8;8769;13.9;3.6;26.8;79.3
GVE;19880601;252;0;56;966.1;31;13125;16.9;6.8;26.9;70.5
GVE;19880701;249;0;46;968.9;43.3;15814;18.9;5.2;33.8;68.7
GVE;19880801;214;0;46;968;62.8;14558;19.5;6.5;32.5;68.4
GVE;19880901;164;0;58;971.3;66.6;11317;15;6.3;26.5;74.7
GVE;19881001;85;0;73;970.1;155.9;5739;11.6;2.9;22.9;84.7
GVE;19881101;45;0;75;973.5;42.1;3588;4.7;-4.3;15.3;80.5
GVE;19881201;38;0;68;976.4;65.5;4425;2.9;-5.7;13.1;84.4
GVE;19890101;43;0;75;983;8;4073;1.5;-5.4;11.1;86.3
GVE;19890201;58;0;84;973;73.3;2767;3.1;-3.8;16.6;82.9
GVE;19890301;145;0;56;969.6;66.8;11746;8;-2;23.5;68
GVE;19890401;130;0;79;960.9;93.4;4754;8.1;1.1;19.2;78.5
GVE;19890501;260;0;44;970.2;23.2;16324;15.3;3.9;26.6;64.7
GVE;19890601;280;0;46;968.6;9.9;16496;17.3;3.4;31.5;57.7
GVE;19890701;250;0;48;970.9;48.2;14817;21;10.2;35;60.9
GVE;19890801;220;0;48;968.2;25.7;14919;19.9;6.6;35.4;62.4
GVE;19890901;150;0;55;970.4;30.2;10056;15.7;6.8;28.5;69.9
GVE;19891001;118;0;43;973.3;41.3;11587;11.2;-1.1;23.4;73.6
GVE;19891101;51;0;70;968.9;59.3;4763;4.3;-10.9;18.1;81.2
GVE;19891201;25;0;81;968.3;71.5;1850;3.9;-3.6;19.9;78.7
GVE;19900101;43;0;74;976.2;36.7;3941;1.6;-5.8;13.3;80.1
GVE;19900201;75;0;56;971.3;173.6;6689;6.9;-2.9;18.7;76.1
GVE;19900301;142;0;53;979;4.6;10765;7.7;-3.7;24.9;66.9
GVE;19900401;159;0;74;965.8;84.8;7755;8.4;0.2;20.7;69.7
GVE;19900501;245;0;54;969.8;46.5;14306;15.8;6.3;26.5;67.5
GVE;19900601;224;0;60;967.7;128.7;11862;16.6;5.6;31.3;72.1
GVE;19900701;271;0;40;970.8;55.4;18232;20;6.8;33.6;60.9
GVE;19900801;225;0;41;971.6;16.4;16784;20.3;6.8;33.5;60.3
GVE;19900901;171;0;53;970.3;57.8;13575;15.3;4.1;26.9;67.9
GVE;19901001;92;0;69;966.3;120.3;6934;12.1;2.2;21.7;81.6
GVE;19901101;45;0;81;967.2;103.6;2662;5.7;-1;14.6;81.3
GVE;19901201;41;4;75;969.6;44.9;4123;1.3;-8.1;10.6;77.1
GVE;19910101;30;0;85;976;36.8;1741;2.6;-6;13.7;79.5
GVE;19910201;85;2;69;968.5;17.3;6175;0.1;-9.8;16;78.5
GVE;19910301;111;0;74;965.1;76.8;5800;7.8;-1.5;18.9;77.5
GVE;19910401;199;0;56;967.2;28.1;11594;8.5;-3.1;21.3;62.7
GVE;19910501;245;0;53;969.3;25.1;14648;11.3;-0.6;25.9;63.2
GVE;19910601;231;0;64;968.3;105.7;11273;16.6;6.9;29.1;65.2
GVE;19910701;262;0;43;968.9;50.9;16568;21.2;9.1;33.6;64.2
GVE;19910801;240;0;31;970.8;4.8;18502;21.3;9.6;32.3;61.1
GVE;19910901;159;0;54;969;129.7;11432;17.9;7.8;28.9;70.7
GVE;19911001;99;0;60;969.2;99.4;7844;9.8;-1.7;19.8;78.4
GVE;19911101;39;0;81;968.3;91.1;2261;5.7;-2;17.5;78.9
GVE;19911201;34;0;73;980.3;79.1;3397;1.5;-4.2;10.9;78.3
GVE;19920101;39;0;75;979.9;12.2;2794;0.3;-8.3;11;78.3
GVE;19920201;87;0;56;977.8;21.1;7132;2.9;-6.1;12.6;75.1
GVE;19920301;120;0;66;969.4;76;7522;6.8;-1.9;16.8;70
GVE;19920401;194;0;61;965.4;85.8;11690;10.1;-0.4;25.8;62.5
GVE;19920501;237;0;56;969.7;77.4;13977;15.6;2.1;28.5;66.6
GVE;19920601;213;0;70;965.4;83.8;8952;16.6;7.6;27.6;72.2
GVE;19920701;241;0;56;970.1;92.7;14324;20.2;10.8;32.2;69.7
GVE;19920801;217;0;45;968.9;71;15487;22;11;33.8;61.4
GVE;19920901;151;0;55;972;58;10424;15.7;4.9;25.3;74.7
GVE;19921001;66;0;84;962.1;153.5;2917;9.5;-1.4;18.4;80.3
GVE;19921101;38;0;85;972.1;133.8;1936;7.2;-2.9;14.9;87.8
GVE;19921201;25;0;85;971;65.2;1786;2.6;-4;14.3;86.1
GVE;19930101;53;0;61;979.1;18.8;5685;3.3;-9.8;14;79.4
GVE;19930201;70;0;73;978.3;6.1;4067;0.9;-8.1;7.6;80.9
GVE;19930301;154;0;44;972.1;10.3;12654;5.4;-4.9;20;65.1
GVE;19930401;168;0;71;964.2;55.3;8585;10.6;-1.9;23.5;69.9
GVE;19930501;220;0;70;966.1;53.7;11038;14.8;4.3;29.6;72.9
GVE;19930601;243;0;55;969.1;86.4;14011;17.9;8.2;30;71.5
GVE;19930701;244;0;58;970.7;53.7;14104;18.8;6.7;32.1;67
GVE;19930801;218;0;46;970.5;68.2;15569;19.9;5.9;32.2;67.3
GVE;19930901;121;0;74;965.6;272.2;6972;14;3.8;23.4;80.4
GVE;19931001;50;0;89;966.2;186.2;2046;9.2;3.9;22.9;84.3
GVE;19931101;40;0;85;970.5;29.4;1703;3.9;-3.5;15.7;80
GVE;19931201;37;1;81;968.1;148.6;2587;4.7;-4.7;14.4;79.4
GVE;19940101;45;0;74;969.5;71.3;4268;3.5;-5.7;11.8;79.6
GVE;19940201;75;1;74;965.9;61.8;4963;3.9;-5.7;16.8;77.7
GVE;19940301;139;0;65;973.4;15.1;10620;10.1;-0.7;22.8;66.8
GVE;19940401;150;0;75;964.8;80.6;7594;8.2;-1.3;25;74.2
GVE;19940501;201;0;68;965.4;101.1;10544;14.8;4.6;24.9;72.8
GVE;19940601;259;0;53;971.2;29;15601;18;4.4;31.1;67.1
GVE;19940701;248;0;45;969.4;30.6;16487;22.6;11.4;34.3;63.4
GVE;19940801;204;0;51;968.3;54.8;13866;21.1;10.8;34;66.7
GVE;19940901;120;0;73;967.6;190.5;6997;15.1;3.8;28.1;78.5
GVE;19941001;99;0;65;969;95.5;7847;11.2;-0.2;21.9;79
GVE;19941101;44;0;80;973.1;61.9;2904;8.8;0.8;16;85.4
GVE;19941201;35;0;80;974.6;92.1;3071;4.8;-2.4;13.8;80.3
GVE;19950101;44;1;70;971.3;184.5;4126;1.8;-10.3;12.8;77.4
GVE;19950201;73;0;78;969.7;138.7;5200;6;-2.9;15.2;77.8
GVE;19950301;142;0;59;968.4;76.4;10830;5.1;-4.5;17.5;66.1
GVE;19950401;181;0;56;967.6;23;11264;10.1;0.8;22.8;67.4
GVE;19950501;220;0;63;967.4;113.8;13006;13.7;0.1;26.5;69.1
GVE;19950601;255;0;53;967.9;51.6;14358;16.3;5.1;30.6;67.6
GVE;19950701;264;0;46;968.1;38.4;17338;22.2;11.6;35;64.2
GVE;19950801;208;0;58;968.6;61.6;12700;19.6;7.5;32.5;68.1
GVE;19950901;146;0;66;966.4;150.7;9433;13.4;1.1;23.3;75.4
GVE;19951001;96;0;66;974.2;49.4;7041;13.9;5.9;22.3;83.8
GVE;19951101;61;0;68;969.9;37.7;6165;5.6;-4.7;14.7;78.6
GVE;19951201;24;1;88;966;104.2;1163;2.5;-3.9;13.2;82.7
GVE;19960101;23;0;95;964.5;42.8;659;2.7;-1.5;9;88.1
GVE;19960201;68;0;78;964.3;58.5;3871;1.5;-7.9;11.6;74.8
GVE;19960301;146;0;54;965.6;26.9;10611;4.8;-5.8;20.8;65.7
GVE;19960401;186;0;63;966.4;33.8;11013;10.1;-0.7;23.4;65.1
GVE;19960501;209;0;69;964.7;75.9;11266;13.7;2.6;28.6;71.1
GVE;19960601;259;0;46;971;96.1;15959;18.5;8.3;30.6;65.7
GVE;19960701;231;0;50;969.7;127.3;15156;18.8;7.8;29.4;66.5
GVE;19960801;201;0;58;968;89.9;12324;18.2;6.9;31.1;71.6
GVE;19960901;169;0;51;966.1;31;11761;12.8;4;23.8;71.2
GVE;19961001;94;0;71;970.4;46.9;7570;10.7;-1.1;21.6;78
GVE;19961101;49;0;76;965.8;166.1;4111;5.8;-3.6;17.6;79.9
GVE;19961201;28;0;84;964;114.6;1949;2.3;-7.3;10.7;84.5
GVE;19970101;24;5;96;972;78.2;145;0.7;-4;5.2;88.9
GVE;19970201;82;0;64;976.6;45;7137;5.2;-4;14.9;72.8
GVE;19970301;156;0;43;975.8;6.4;12929;7.9;-2;21.8;68
GVE;19970401;233;0;40;969.8;42.1;17397;9.7;-1.6;21.9;55.6
GVE;19970501;231;0;60;967.2;116.9;14476;14.5;4.2;26.5;68.8
GVE;19970601;199;0;75;963.8;164;9493;16.9;6.5;30.3;71.4
GVE;19970701;222;0;61;970.1;139.7;14368;18.3;9.9;28.6;73.1
GVE;19970801;213;0;53;969.3;54.2;15216;20.9;10.2;30.5;71.4
GVE;19970901;172;0;49;972.6;45.3;14112;16.7;6.4;29.2;76.2
GVE;19971001;95;0;59;969.4;59.4;8480;10.8;-4.7;25.4;77.5
GVE;19971101;47;0;74;962.4;92.4;3404;6.1;-3.4;14.3;83.6
GVE;19971201;32;0;74;966.7;88.5;2786;3.6;-4.2;13.6;80.5
GVE;19980101;40;0;73;971.1;88.1;4107;3.2;-2.8;13.7;77.4
GVE;19980201;99;0;41;977.5;13.5;10095;4;-6.6;18;74.3
GVE;19980301;145;0;55;974.2;19.8;11691;7.1;-3.9;22.4;61.4
GVE;19980401;144;0;77;959.4;115;6911;9.3;-2.1;21.9;70.6
GVE;19980501;254;0;44;966.6;19;17627;15.8;3.8;27.8;61
GVE;19980601;243;0;63;969.7;67.8;14543;18.4;5.2;32;65.4
GVE;19980701;246;0;57;967.6;76.5;15918;21.1;9.1;34.5;58.9
GVE;19980801;209;0;44;970.1;29.8;16253;20;7.1;36.1;62.8
GVE;19980901;128;0;70;965.9;172.9;7202;14.9;5.3;29.3;76.1
GVE;19981001;87;0;74;969.3;106.4;6413;11.3;1.8;20.6;76.6
GVE;19981101;56;0;65;970.6;83.7;5180;3.4;-7.4;14.5;77.8
GVE;19981201;41;0;69;974.4;33;4904;1.4;-9.4;13.3;81.1
GVE;19990101;44;0;77;970.5;58.2;3782;2.6;-4.6;12.7;80.2
GVE;19990201;65;1;79;970.4;108.9;3977;1.7;-6.2;12.9;75.9
GVE;19990301;128;0;66;965.2;74.7;8463;7.1;-2;17.1;70.1
GVE;19990401;165;0;76;967;116.9;8889;9.7;0.5;22.8;72
GVE;19990501;201;0;67;967.6;82.6;11457;16.7;7.6;29.1;72.5
GVE;19990601;251;0;56;970.2;97.5;14649;17.1;7.8;29.3;66.3
GVE;19990701;270;0;52;968.2;87;18120;21;12.2;32.7;63.7
GVE;19990801;199;0;63;966.7;122.8;12727;19.9;10.4;31.1;70.7
GVE;19990901;157;0;59;965.9;152.6;11433;18.2;9.9;28.9;72.7
GVE;19991001;78;0;78;969.6;134.9;5161;11.4;2.7;18.5;81.2
GVE;19991101;42;0;80;972.9;62.2;2691;4.4;-4.5;19.7;77.7
GVE;19991201;41;0;73;968.9;132.3;4241;3.5;-5.7;12.7;74.4
GVE;20000101;48;1;67;977.3;19.2;4735;1.3;-9.3;11.8;79.8
GVE;20000201;82;0;68;976.4;95.7;6657;4.9;-3.6;16.2;75.3
GVE;20000301;147;0;54;972.2;44.2;11558;7.1;-2.9;19.9;66.7
GVE;20000401;178;0;68;960.6;78.8;10261;10.8;0.1;26.1;67.2
GVE;20000501;233;0;58;968.4;52.7;14085;16.5;6.5;28.3;65.2
GVE;20000601;271;0;42;971.7;23.1;17449;19.8;8.4;31.8;59.2
GVE;20000701;226;0;60;967;120.6;13442;18.5;7.8;34.9;63.5
GVE;20000801;209;0;47;970.3;109.2;15602;20.7;11.7;34.1;66.4
GVE;20000901;169;0;48;967.8;105.4;14230;16.8;7.8;29.7;69.8
GVE;20001001;89;0;71;968.1;130.5;6592;12.2;2.6;20.5;76.1
GVE;20001101;45;0;76;962.8;148.7;3378;7.3;-1.6;17.7;78.4
GVE;20001201;34;0;81;965.9;67.9;2931;5.3;-4.3;13.6;79.7
GVE;20010101;40;0;83;965.8;146.4;3051;3.4;-5.2;11.7;81.4
GVE;20010201;89;0;62;970.3;44.2;6837;4.8;-6.7;15.9;67.7
GVE;20010301;96;0;82;960.6;282.1;4672;9;-1.5;22.2;78
GVE;20010401;166;0;76;966.5;113.7;8627;8.5;0.3;20.9;70.3
GVE;20010501;232;0;64;967.4;73.5;13374;16.3;4.8;30.6;69.9
GVE;20010601;256;0;54;969.9;126.9;15716;17.2;3.5;30.4;66.8
GVE;20010701;242;0;56;968.2;107.8;14883;20.1;7.5;31.9;67.9
GVE;20010801;213;0;49;969.7;72.5;15027;20.4;8.8;32.1;70
GVE;20010901;141;0;69;968.1;96.6;9052;13.1;2.6;24.6;75.9
GVE;20011001;114;0;58;971.9;80.4;10379;14.1;5.8;25.9;82.9
GVE;20011101;49;0;77;973.6;34.6;3524;4.3;-3.5;12.4;79.2
GVE;20011201;37;0;76;974.1;38.6;3745;1.6;-8.3;12;74.4
GVE;20020101;46;1;79;978.5;44;4404;1.4;-8.8;15.5;83.6
GVE;20020201;73;0;73;970.7;79.1;5280;6.3;-4.1;16.4;74.9
GVE;20020301;147;0;55;970.1;57.2;11387;7.8;-1.9;20.7;68.4
GVE;20020401;196;0;58;965.7;22.6;12927;10.5;-1.3;22.4;61.7
GVE;20020501;193;0;72;966.8;149;10903;13.4;4.1;27.5;72.3
GVE;20020601;264;0;54;968.7;63.8;16530;20.5;7.3;35.3;62.5
GVE;20020701;235;0;53;967.8;117.8;14867;19.9;8.4;30.8;66.7
GVE;20020801;192;0;58;967.6;89.9;11956;18.6;10.7;30.1;74.3
GVE;20020901;151;0;62;969.1;29;9666;15.1;2.7;25.9;73.7
GVE;20021001;97;0;68;967.7;138;8361;11.6;0.6;23.3;76.9
GVE;20021101;43;0;79;963.8;295.3;2682;7.8;0.3;17.2;86.9
GVE;20021201;21;0;93;968.1;80.7;442;5.6;0.1;11.4;85
GVE;20030101;41;0;78;968.8;79.7;3139;1.6;-10.1;16.2;78.6
GVE;20030201;77;0;68;971.5;22.4;5352;0.3;-8.8;14.1;73.1
GVE;20030301;165;0;43;973.9;17.2;14661;8.2;-1.8;20.3;62.1
GVE;20030401;202;0;55;966.7;59;13346;10.9;-3.1;23.4;60.1
GVE;20030501;224;0;62;970.3;30.5;12842;15.9;2.2;29.5;65.3
GVE;20030601;289;0;46;968.5;45.4;19450;24.1;13.8;36.5;56.5
GVE;20030701;258;0;44;968.9;41.3;17789;22.5;10.6;37.8;55.2
GVE;20030801;231;0;40;969.5;110.3;17676;24;11.1;37.6;56.1
GVE;20030901;174;0;49;972.2;74.2;14032;15.9;6.5;26.8;69.8
GVE;20031001;84;0;72;965.6;174.7;5647;8.8;-3.6;20.3;79.5
GVE;20031101;54;0;70;969.4;53.8;5048;6;-0.6;13.1;87.1
GVE;20031201;42;0;65;971;28.4;5337;3;-7;11.4;77.6
GVE;20040101;44;1;81;965.4;139;3755;2.7;-10.5;15;79.4
GVE;20040201;89;0;65;971.3;27.5;8328;3.4;-5.8;16.8;69.4
GVE;20040301;131;0;59;971.7;59.3;9275;5.5;-4.5;21.1;69.5
GVE;20040401;186;0;69;964.4;31.6;10594;10.6;0.3;22.1;64.4
GVE;20040501;239;0;53;966.1;43.8;14930;13.8;4.3;28.5;62.7
GVE;20040601;256;0;52;970.2;61;16223;18.8;9;32.8;60.2
GVE;20040701;244;0;53;969.4;88.3;15574;20;8.2;31.2;62.3
GVE;20040801;207;0;59;967;205.9;14097;20.1;9.8;32.7;68.4
GVE;20040901;177;0;44;972.4;23.7;14181;16.8;6.8;28.5;70.2
GVE;20041001;83;0;73;964.8;212.8;6031;13.6;6.6;26.3;79.7
GVE;20041101;59;0;65;972.3;39;5660;5.9;-4.3;16.1;75.8
GVE;20041201;28;0;87;971.7;57.6;1518;2.9;-5.2;10.2;80.4
GVE;20050101;57;2;58;975.8;48;6386;1.3;-10.6;13.6;78.4
GVE;20050201;87;0;64;969;35.3;6451;0.6;-7.8;10.8;72.1
GVE;20050301;147;1;57;968.6;39.7;10938;6.8;-9.8;21;68.9
GVE;20050401;165;0;73;966.2;119.7;9650;10.5;1.4;26.4;65.8
GVE;20050501;221;0;64;969.2;76.3;13658;15.3;4.8;30.6;63.6
GVE;20050601;281;0;49;970.1;52.2;18924;20.5;6.9;33.6;58.1
GVE;20050701;245;0;48;968.4;65.8;17049;20.9;8.7;36.2;59.4
GVE;20050801;193;0;60;969.2;75.9;12428;18.6;9.3;29.5;67
GVE;20050901;158;0;60;969.9;65.5;11265;16.9;4.4;30.2;72.4
GVE;20051001;100;0;55;971.1;66.3;8833;11.7;4.6;19.9;83
GVE;20051101;66;1;58;969;36.7;7062;4.8;-9.6;20.2;78.6
GVE;20051201;36;0;75;969.5;64.9;3202;0.4;-11.4;8.8;78.8
GVE;20060101;52;0;69;973.3;23.1;5469;0.3;-8.6;9.5;79.4
GVE;20060201;71;0;77;965.8;72.1;3942;1.4;-7.2;12.6;76.8
GVE;20060301;116;1;72;963.8;138.1;6335;5.1;-9.3;22.7;72.6
GVE;20060401;190;0;57;966.6;116.7;11950;10.2;-1.6;21.9;67.4
GVE;20060501;208;0;76;969.4;99.3;11510;14.5;1.8;26.6;68.1
GVE;20060601;287;0;44;971;49.9;18970;19.5;3.2;31.1;58.1
GVE;20060701;262;0;44;970.5;48;18580;23.7;13.8;35.3;61.6
GVE;20060801;190;0;65;966.3;137;11225;16.8;6.3;27.4;69.6
GVE;20060901;160;0;60;967.8;60.9;11578;18;7.4;29.7;76.9
GVE;20061001;101;0;64;967.8;105.2;8830;13.6;4.9;23.6;80.5
GVE;20061101;65;0;62;971.8;59.8;6834;7.7;-2.7;19.4;78
GVE;20061201;39;0;71;976.6;58.5;4113;3.4;-5.4;14.8;80.4
GVE;20070101;54;1;64;974.3;76.3;5435;4.3;-11.2;15.4;81
GVE;20070201;75;0;66;965.4;103;6161;5.6;-3.7;14.9;77.2
GVE;20070301;141;0;56;967.4;79.2;10567;6.7;-1.9;17;69.1
GVE;20070401;230;0;39;969;23.1;17157;14.3;1.3;25.9;60.6
GVE;20070501;213;0;65;964.8;120.9;11780;15.3;3.6;30.7;70
GVE;20070601;246;0;63;965.7;170.7;13707;18.6;7.6;30.3;69.3
GVE;20070701;232;0;52;968.2;132.1;14271;18.9;8.5;31;66.9
GVE;20070801;200;0;54;967.2;152.8;13425;18.7;9.7;32.1;71.3
GVE;20070901;184;0;47;970.9;88.3;14633;14.7;5.4;26.6;70.8
GVE;20071001;104;0;62;972.3;17.4;8670;10.8;2.9;21;75.9
GVE;20071101;62;0;58;970.9;69;6350;4.2;-4.2;14.1;76
GVE;20071201;32;0;79;975;88.3;2449;2.3;-6.5;11.5;79.1
