station/location;date;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
SMA;19220701;-;-;57;951.8;148.4;13614;16.4;6.5;33.3;72.9
SMA;19220801;-;-;52;951.2;139.1;13302;16.8;7;30.7;74.7
SMA;19220901;-;-;70;949.7;94.2;6078;11.7;3.5;26.5;81.6
SMA;19221001;-;-;87;947.9;138.3;2286;6.8;-0.2;22.6;86.6
SMA;19221101;-;-;79;954.6;82.8;3624;2.6;-6.5;12.2;82.9
SMA;19221201;-;-;88;949.9;80.5;1404;1;-8;9;87.1
SMA;19230101;-;-;84;955.3;43;1740;0.1;-9.2;7.2;83.3
SMA;19230201;-;-;84;943.3;80;2922;3.7;-2.2;11;81.5
SMA;19230301;-;-;71;949.7;40.2;5952;5.2;-2.9;19.6;79.9
SMA;19230401;-;-;62;942.8;86.3;9210;8.4;-1;24;74
SMA;19230501;-;-;56;950;93.6;14070;12.7;1.6;29.8;71
SMA;19230601;-;-;71;952.8;86.6;9558;12.4;4.1;27;75.8
SMA;19230701;-;-;43;953.2;71.8;18078;19.8;9.7;34.8;69.1
SMA;19230801;-;-;39;952;63.5;16902;17.8;7.3;35.6;71.7
SMA;19230901;-;-;48;953.8;73.1;11526;13.9;4;29;80.8
SMA;19231001;-;-;74;948.7;132.7;6120;11.2;0;26;84.5
SMA;19231101;-;-;81;944.8;117.1;3408;3.8;-5.3;13.8;85.8
SMA;19231201;-;-;90;948;147.3;1434;0.5;-11;7.7;85.5
SMA;19240101;-;-;82;951.3;34.8;2472;-1.7;-9.2;8.7;89
SMA;19240201;-;-;86;946.2;25.1;2232;-1.7;-11.2;8;80.9
SMA;19240301;-;-;57;945.9;50;9216;4.1;-5.8;19;72.2
SMA;19240401;-;-;81;946.4;130.5;7206;8.5;-0.8;26.7;73.5
SMA;19240501;-;-;69;950.8;122.3;10860;14;2.2;29.7;75.4
SMA;19240601;-;-;61;951.2;167.5;12084;15.4;7;28;77.7
SMA;19240701;-;-;56;950.6;129.4;13014;17.3;7.7;32.3;75.2
SMA;19240801;-;-;76;950.1;171.7;8610;14.2;4;31.6;79
SMA;19240901;-;-;65;950.4;40.7;8814;14;5;29;79.2
SMA;19241001;-;-;69;951.6;77;6378;9.8;3.3;20.5;81.3
SMA;19241101;-;-;87;953.3;10.8;2562;3.8;-5.5;21.7;83.3
SMA;19241201;-;-;89;954.6;23.4;1752;0.6;-7.3;10.5;88.2
SMA;19250101;-;-;75;962.4;55.2;3804;1.9;-5.4;15.6;82.4
SMA;19250201;-;-;63;946.9;43.8;6426;3.8;-2;18.3;75.4
SMA;19250301;-;-;78;949.4;33.1;5082;1.7;-9.2;15;76.5
SMA;19250401;-;-;70;945.7;99;8004;8.7;0.7;23.6;76.1
SMA;19250501;-;-;58;947.5;59.4;11586;13.3;0.3;28.3;68.2
SMA;19250601;-;-;48;951;66.3;16584;16.6;6.7;31.6;61.6
SMA;19250701;-;-;65;950.3;159;12810;17.4;8.2;32.6;73.4
SMA;19250801;-;-;62;951.8;123.4;11760;16.6;7.3;33.8;79.6
SMA;19250901;-;-;71;951.6;125.4;8820;11.6;2.5;26;79.5
SMA;19251001;-;-;72;950.5;29.6;5670;9.6;-2.5;22.7;83.2
SMA;19251101;-;-;92;946.4;64.2;1026;2.5;-9.6;21;82.5
SMA;19251201;-;-;84;947.6;140.3;2880;1;-13.8;16;77.7
SMA;19260101;-;-;72;950.3;70.9;4164;0.4;-12.5;11;81.9
SMA;19260201;-;-;73;949.3;38.5;4530;5.4;-1.7;15;84.8
SMA;19260301;-;-;76;950.7;62.1;5490;5.2;-3.5;19.5;79.1
SMA;19260401;-;-;58;947.4;45.2;11142;10.4;0.6;28.4;69
SMA;19260501;-;-;72;945.7;178.9;8574;11.2;-0.3;29.6;76.6
SMA;19260601;-;-;67;948.9;168;10398;13.6;5.2;28.3;79.5
SMA;19260701;-;-;69;951.2;126.2;10560;17.1;8.9;31.5;75.7
SMA;19260801;-;-;45;954.2;51;15186;17.1;8;30.6;76.4
SMA;19260901;-;-;46;955.3;43.8;13290;16.1;4.5;30;80.1
SMA;19261001;-;-;69;947.9;113.7;6186;9.7;-1.6;23.2;83.1
SMA;19261101;-;-;77;945.3;43.6;4055;5.6;-5;21.2;89
SMA;19261201;-;-;88;954.5;28.6;924;-0.5;-9.4;7.6;89.1
SMA;19270101;-;-;89;948.7;80.9;1632;1;-5.5;8.1;88.4
SMA;19270201;-;-;71;953.2;72.7;4890;0.5;-8.8;13.6;82.9
SMA;19270301;-;-;67;946.4;115.9;7182;5.6;-2.7;19;76.6
SMA;19270401;-;-;77;949.2;109.2;8874;9.1;-1;24.6;71.5
SMA;19270501;-;-;60;950.1;79.7;14862;13.6;1.6;27.4;69.7
SMA;19270601;-;-;59;950.3;131.9;14436;15.9;5.5;31;71.3
SMA;19270701;-;-;61;949.7;133;14328;17.9;8.5;32.6;74.5
SMA;19270801;-;-;62;951.5;202;12738;16.4;6.4;32.6;78.3
SMA;19270901;-;-;68;948.8;155;8706;14.1;5.3;28;83.2
SMA;19271001;-;-;61;953.4;29.3;8202;8.8;0.8;20.6;79.6
SMA;19271101;-;-;83;949.6;48.3;3060;4.3;-5.7;19.2;85.8
SMA;19271201;-;-;90;944.9;32.9;1548;-0.5;-16.8;12.4;85.5
SMA;19280101;-;-;85;952.9;52.5;2256;2.5;-6;10.2;81.2
SMA;19280201;-;-;57;956.5;72.5;7452;3.3;-6.5;12;75.3
SMA;19280301;-;-;64;945.2;50.4;8034;5;-5.2;19.8;74.4
SMA;19280401;-;-;63;944;78.8;10008;8.7;-0.6;25.5;70.6
SMA;19280501;-;-;68;945.6;120.4;10824;10.7;0;28;73.3
SMA;19280601;-;-;59;951.5;81;14856;16.3;5.7;31.5;70.2
SMA;19280701;-;-;38;954.3;25.4;20592;21.1;10.8;36.4;62.9
SMA;19280801;-;-;57;952;143.4;13110;18.4;9;33.5;73.4
SMA;19280901;-;-;62;952.5;85.1;8640;13.9;2.5;29;84.3
SMA;19281001;-;-;65;950.6;60.8;7152;9.1;-1.2;22;84.3
SMA;19281101;-;-;82;946.6;120.8;2994;6;-0.4;16.3;87
SMA;19281201;-;-;86;950.9;79.6;2010;0.6;-7.4;10.3;89.5
SMA;19290101;-;-;82;954.3;34.6;2646;-4.5;-14.8;7.4;86.9
SMA;19290201;-;-;64;949.6;18.6;6330;-6.7;-24.2;10.5;79.3
SMA;19290301;-;-;52;956.7;25.2;11118;4.3;-10.6;19.4;74.1
SMA;19290401;-;-;73;946.1;118.1;8166;6.2;-6.3;24.6;70
SMA;19290501;-;-;57;949.1;57.2;12552;13.7;3.7;30.6;70.6
SMA;19290601;-;-;64;951.5;129.4;13050;17;7.5;29.7;69.4
SMA;19290701;-;-;48;953.4;123;17502;18.8;8;35.2;69.6
SMA;19290801;-;-;55;952.5;87.6;12840;17.4;8;30.5;80
SMA;19290901;-;-;36;954.7;64.2;14346;17.1;3;31.6;73.5
SMA;19291001;-;-;74;948.5;112.3;5562;10.3;-0.6;26.2;80.2
SMA;19291101;-;-;80;948.1;39.2;3738;4.6;-3;14.4;86.6
SMA;19291201;-;-;76;950.7;110.8;3570;3.8;-9;14.8;79.1
SMA;19300101;-;-;78;949.4;33.3;3954;1.8;-3.1;12.2;91
SMA;19300201;-;-;67;947.9;17.9;5700;0.4;-8.5;13.7;81.9
SMA;19300301;-;-;66;946.6;74.1;7092;5.6;-3;18.5;79.9
SMA;19300401;-;-;72;941.1;168.3;8574;9.5;0.5;26.3;74.3
SMA;19300501;-;-;78;948.9;181.7;8442;12;2.7;27.5;76.4
SMA;19300601;-;-;61;950.4;80.6;16152;19.2;11;30.5;71.4
SMA;19300701;-;-;74;948.7;250.9;11238;16.8;7.2;32.8;76.5
SMA;19300801;-;-;59;952.7;129;12774;17.1;7.5;31.5;79.4
SMA;19300901;-;-;73;951.1;69.7;7398;14.8;6.9;29;82.8
SMA;19301001;-;-;79;949.9;143;4512;9.4;2.6;19.6;84.9
SMA;19301101;-;-;78;950.6;117.2;4854;7.2;-3.3;19.2;79.1
SMA;19301201;-;-;83;948.5;46.7;2334;1.6;-5.4;11.3;86.1
SMA;19310101;-;1;78;947.3;98;2850;0.4;-10.7;12.5;86.2
SMA;19310201;-;11;84;945.9;89;3414;-0.4;-10.9;9.9;82.8
SMA;19310301;-;12;59;945.4;128.7;10020;1.5;-8.5;16.4;68.1
SMA;19310401;-;0;67;945.8;84.9;9282;7.8;-4.6;21.5;71.8
SMA;19310501;-;0;63;946.9;119.6;13062;15.5;2.4;32.4;70
SMA;19310601;-;0;51;952.6;137.5;16740;18.4;7.4;35.6;71
SMA;19310701;-;0;70;949.8;187.5;12198;17.2;8.3;32.4;76.9
SMA;19310801;-;0;70;948.6;166;10008;15.7;6.4;30.6;82.3
SMA;19310901;-;0;72;952.4;91.8;6714;10.1;-0.3;24.4;83.3
SMA;19311001;-;0;55;953.2;65.5;10002;8.2;-0.9;22.9;80
SMA;19311101;-;0;77;948.9;17.5;4158;5.4;-1.9;16.4;87.1
SMA;19311201;-;0;79;956.9;53.5;3690;-0.3;-11;12.4;84.3
SMA;19320101;-;0;84;960.1;50.5;2100;0.5;-10.4;11.5;90
SMA;19320201;-;1;51;954.7;8.1;8688;-2.8;-16;8.5;77.8
SMA;19320301;-;2;57;946.8;105.6;9072;2.4;-9;17.1;74.2
SMA;19320401;-;0;67;944.3;69.9;9930;7.6;-1.8;24.2;69.7
SMA;19320501;-;0;73;947;124.1;10116;12.2;2.4;30.4;73.1
SMA;19320601;-;0;66;949.9;94.9;12570;15.4;6.3;29.3;70.8
SMA;19320701;-;0;73;948.5;238.1;9654;17.1;8.9;30;78.2
SMA;19320801;-;0;51;954.1;95.3;15552;19.6;11.1;34;75.1
SMA;19320901;-;0;67;950.5;47.5;9288;17.1;9.8;29.3;77.4
SMA;19321001;-;0;76;945.8;97.3;5682;9.7;1;20;77.5
SMA;19321101;-;0;88;952.9;47.1;2448;5.1;0.1;14.8;84.9
SMA;19321201;-;0;88;954.8;13.2;2310;0.4;-4.1;8;88.4
SMA;19330101;-;2;82;952.9;41;2358;-2.6;-11.1;6.9;82.1
SMA;19330201;-;2;69;948.7;59.1;5814;1;-10.3;16.2;77.7
SMA;19330301;-;0;58;950.7;45.4;10344;5.9;-2.6;20.1;74.2
SMA;19330401;-;0;65;951;71.3;9702;9.3;-1.2;23.6;68.6
SMA;19330501;-;0;75;948.4;198.4;9306;11.5;4;25.2;75.6
SMA;19330601;-;0;71;945.9;190.2;11016;13.9;5.9;27.2;73.7
SMA;19330701;-;0;49;954.1;94.8;17268;19.1;7.4;33.5;70.9
SMA;19330801;-;0;43;953.1;61;16650;19;8.5;34.6;71.2
SMA;19330901;-;0;59;951.3;83.4;10614;14.9;5.5;25.9;78.7
SMA;19331001;-;0;70;948.8;110.3;6348;9.9;0.3;25.9;82.5
SMA;19331101;-;0;86;943.8;69.4;2082;3.4;-2.4;13;83.9
SMA;19331201;-;1;95;948.1;7.7;978;-3.8;-13.3;5.3;82.8
SMA;19340101;-;2;94;955.9;77.6;1164;-0.2;-8.9;9.4;84.1
SMA;19340201;-;2;48;957.6;8.7;8160;0.3;-12;14;75
SMA;19340301;-;0;69;941.4;52.6;7170;4.7;-3.4;18.4;77.1
SMA;19340401;-;0;51;943.6;23;13596;11.8;-1.6;31.3;63.8
SMA;19340501;-;0;52;950.9;43;15456;15.2;5.5;27.5;64.2
SMA;19340601;-;0;59;950.1;162.9;13452;16.7;8.3;31.6;67.6
SMA;19340701;-;0;47;950.9;98.2;17604;19.1;10.5;33.6;66.9
SMA;19340801;-;0;68;949.1;179.5;10308;16.5;7.6;31.4;77.6
SMA;19340901;-;0;54;953.4;122.2;11412;16;6.1;29.5;81.1
SMA;19341001;-;0;68;952.7;102.2;7764;9.6;0.5;25;79.5
SMA;19341101;-;0;75;949.5;23.4;4452;3.1;-3.6;14;82.5
SMA;19341201;-;0;94;945.2;75.7;1170;4.5;-1.5;13.5;86.1
SMA;19350101;-;5;85;952.1;45.2;2730;-1.6;-10.5;6.9;75.6
SMA;19350201;-;0;80;944.8;166.6;4068;2.4;-10.9;13.8;69.5
SMA;19350301;-;0;56;952.7;32.8;10896;3.8;-11.1;20.5;66.3
SMA;19350401;-;0;79;945.3;136.9;6090;7.7;-1.3;24.8;67.5
SMA;19350501;-;0;65;947.4;105;12750;11.7;-0.2;24.5;67.7
SMA;19350601;-;0;54;951.8;88.5;16662;18.5;7.6;34;65.4
SMA;19350701;-;0;44;953;75.8;18198;19.8;9.2;32.8;60.5
SMA;19350801;-;0;53;950.4;94.9;12804;16.8;7.7;32.1;73.5
SMA;19350901;-;0;51;951.8;100.9;12738;15;4.1;28.4;74.2
SMA;19351001;-;0;88;948;190.4;3006;9.3;0.4;22.1;82.7
SMA;19351101;-;0;76;946.4;50.8;4704;5.5;-3;15.9;79.7
SMA;19351201;-;11;87;940;119.4;1746;-0.4;-9.1;10.3;83.3
SMA;19360101;-;0;81;942.1;75.2;2832;4.2;-2.7;12.7;77.5
SMA;19360201;-;0;76;941.2;50.5;4824;1.7;-11.7;14.4;77.5
SMA;19360301;-;0;60;945.1;33.5;9948;6.8;-2.6;21.2;69.2
SMA;19360401;-;0;80;943.7;164.4;5838;8.2;-1.2;22;72.1
SMA;19360501;-;0;61;945.5;101.4;12768;13.6;4.8;26.3;69.8
SMA;19360601;-;0;77;950.1;161.9;10146;16;4.1;31.1;72.4
SMA;19360701;-;0;68;950.3;231.8;10722;16.9;10.1;32.1;72.8
SMA;19360801;-;0;51;953.8;80.6;14814;17;9.7;29.3;72.9
SMA;19360901;-;0;72;951.9;183.7;7104;14.2;1.8;30.3;79.4
SMA;19361001;-;0;73;951.4;76.6;6534;6.5;0;17.8;76.9
SMA;19361101;-;0;86;949.3;54;2538;4.6;-3.2;14;83.6
SMA;19361201;-;0;86;956.1;41;2202;2;-3.2;13.2;86.4
SMA;19370101;-;0;71;949.1;75.8;4116;1.4;-5.8;10.9;83
SMA;19370201;-;0;82;942.9;137.1;2238;4;-2.5;16.5;77.6
SMA;19370301;-;0;76;939.3;106;5208;4;-4.2;15.6;73.3
SMA;19370401;-;0;71;945.2;106.1;7938;8.7;0.6;20.2;68.7
SMA;19370501;-;0;56;950.7;73.7;13260;15.2;4.7;30;65.9
SMA;19370601;-;0;61;951;99.6;12828;17.6;8;34.8;66.9
SMA;19370701;-;0;61;951.3;74.8;13488;18.4;8.8;31.1;68.8
SMA;19370801;-;0;63;950.9;94.3;10686;17.7;10;33.7;74.2
SMA;19370901;-;0;66;949.3;163.6;7110;13.6;5.6;29.5;82.7
SMA;19371001;-;0;67;949.4;46.3;6114;9.4;1.2;23.6;82.6
SMA;19371101;-;0;70;948.9;56.4;4650;4;-4.5;12.5;83
SMA;19371201;-;1;81;945.2;43.8;2370;0.1;-7.6;7.4;81.2
SMA;19380101;-;2;88;949.8;125.2;2574;1.5;-12.6;12.4;80.3
SMA;19380201;-;3;67;955.5;30;6102;0.8;-6.3;9.5;76.2
SMA;19380301;-;0;34;958.5;37.6;14394;8;-2.7;21.2;64.5
SMA;19380401;-;0;54;952.1;26.7;11778;6.2;-2.3;23;63.9
SMA;19380501;-;0;62;947.5;102.5;10908;11.4;-1;27.1;67.1
SMA;19380601;-;0;54;952.8;132.8;14814;17.6;5.6;32.8;67.9
SMA;19380701;-;0;61;951.6;193.6;13074;17.2;9.2;31.9;75.5
SMA;19380801;-;0;60;949;171;12162;17.3;6.8;32.3;78.8
SMA;19380901;-;0;62;951.3;100.6;10632;14.8;4.8;25.2;80.6
SMA;19381001;-;0;66;950.6;40.6;7986;9.5;0.2;24.5;78
SMA;19381101;-;0;77;951.5;35.6;4530;6.5;-0.3;15.8;82.6
SMA;19381201;-;3;85;945.8;55.2;1302;-1.7;-12.8;9.2;84
SMA;19390101;-;4;81;943.7;55;3618;2.2;-4.6;12.7;79.1
SMA;19390201;-;0;69;954.4;15.5;5430;1.6;-7;19.3;76.1
SMA;19390301;-;4;74;946.6;120.2;5106;2.4;-6.2;17.2;74.9
SMA;19390401;-;0;72;947.4;44.3;9012;10.4;1.6;25.3;67.9
SMA;19390501;-;0;85;946.1;255.2;4242;10;2.4;20.5;78.3
SMA;19390601;-;0;60;949.3;108.9;12462;16.6;7;30.1;71.6
SMA;19390701;-;0;59;951.2;131.5;14190;17.1;7.7;31.3;71.5
SMA;19390801;-;0;63;950.8;123;12174;17.8;10.1;27.8;75.5
SMA;19390901;-;0;67;950.1;122.6;7410;13.4;1.3;28.1;82.7
SMA;19391001;-;0;89;945.1;216.6;2094;8;-1.8;22;86.2
SMA;19391101;-;0;85;950.9;101.2;2850;6.4;-4.6;18.3;82.4
SMA;19391201;-;1;89;948.3;66.6;2022;-0.7;-12.2;14.3;84.7
SMA;19400101;-;3;83;947.5;55.1;2826;-5.5;-16.9;4.6;80.8
SMA;19400201;-;6;81;946.7;78.4;3102;0.2;-15.7;13.5;82.5
SMA;19400301;-;0;63;948.4;81.2;7644;4.9;-6.3;18.8;68.2
SMA;19400401;-;0;64;947;84.3;9960;9.4;-1.7;26.5;67.6
SMA;19400501;-;0;59;947.2;152.6;13146;12.7;1.1;26.4;69
SMA;19400601;-;0;58;949.5;122.8;13140;16.2;7;28.6;66.5
SMA;19400701;-;0;59;950.5;164.2;12834;16.6;8.2;29.5;72
SMA;19400801;-;0;50;954.1;134.3;14142;16;4.7;29.7;71.4
SMA;19400901;-;0;61;951.4;234.6;9576;14.2;4.3;28.1;78.6
SMA;19401001;-;0;82;946.5;56.9;3426;8.7;-1.5;19.3;85.8
SMA;19401101;-;0;72;948.2;122.6;3864;5.5;-1.8;19.6;78.9
SMA;19401201;-;7;92;951.8;92.7;804;-3.4;-12.7;8.9;81.1
SMA;19410101;-;6;85;940.7;76.7;1824;-2.9;-12.3;12.3;84.7
SMA;19410201;-;2;77;939.6;54.4;4590;1.7;-7.3;12.2;79.4
SMA;19410301;-;0;54;946.3;53.9;10134;5.9;-4.4;16.9;66.8
SMA;19410401;-;0;71;945.2;71.1;8141;7;-3.4;20.8;68.1
SMA;19410501;-;0;71;946.4;155;9768;9.6;-2;20.7;67.8
SMA;19410601;-;0;53;951.5;90.4;14646;17.1;5.5;31.4;64.8
SMA;19410701;-;0;60;951;88.7;16170;19.5;10.3;32.6;66.1
SMA;19410801;-;0;67;949.8;217.8;10860;16.1;8;29;72.6
SMA;19410901;-;0;54;955.5;13.6;11484;13.5;3.3;27;72.2
SMA;19411001;-;0;82;952.6;91.2;4098;8.4;-2;20.8;77.8
SMA;19411101;-;0;87;949.4;57.1;1992;3;-2.9;13.6;82.1
SMA;19411201;-;1;81;956.8;43;2964;0.8;-12.8;13;77.3
SMA;19420101;-;14;92;946.5;114.4;1578;-4.8;-15.2;5.8;81.4
SMA;19420201;-;38;90;945.5;26;1962;-3.3;-12.6;9.5;77.9
SMA;19420301;-;4;73;947.1;77.5;6834;5.4;-4.4;19;75.4
SMA;19420401;-;0;60;947.2;60.7;11448;9.3;-0.1;20.7;62.6
SMA;19420501;-;0;66;949.3;97.9;12594;13.3;0.6;29.3;66.1
SMA;19420601;-;0;53;951.6;110.6;16116;16.8;6.2;32.7;61.9
SMA;19420701;-;0;61;951.6;118.5;13968;18;8.5;32.5;63.4
SMA;19420801;-;0;51;952.1;147.5;13956;17.7;8.4;31;68.3
SMA;19420901;-;0;53;951;53.8;12756;16.6;4.6;30;68.7
SMA;19421001;-;0;66;951.9;58.2;8502;12.1;4.4;25.5;80.6
SMA;19421101;-;0;83;953.6;44.9;2982;2.9;-6.1;16.5;82
SMA;19421201;-;0;82;952;23.5;2466;1.1;-5.5;9.5;85.6
SMA;19430101;-;6;84;947;76.8;2892;0.2;-8.5;12.8;85.2
SMA;19430201;-;0;56;957;49.5;7164;3;-5.2;15.9;74.2
SMA;19430301;-;0;51;951;58.9;11274;7.3;-2.2;19.9;68.8
SMA;19430401;-;0;53;954.4;42.5;12540;10.6;0;26.7;65.2
SMA;19430501;-;0;62;951.8;56;13506;14.6;1.9;29.3;64.4
SMA;19430601;-;0;67;954;108.6;11466;15.3;6.8;29.5;70.2
SMA;19430701;-;0;51;950.8;123.2;16110;18.7;9.1;33.4;67.2
SMA;19430801;-;0;47;952.1;27.6;15258;19.6;11.4;36.2;62.8
SMA;19430901;-;0;73;951.1;130.7;8070;15.3;4.4;32;76.4
SMA;19431001;-;0;60;950.6;0.8;8046;11.2;1.7;22.2;81.4
SMA;19431101;-;0;87;948.6;79;2682;3.4;-4;14.3;81.6
SMA;19431201;-;0;93;953.4;15.9;1092;1.2;-4;10.2;88.6
SMA;19440101;-;1;77;958.7;72.9;3468;2.2;-8.6;13.6;83.3
SMA;19440201;-;12;83;946;92.4;2382;-1.6;-9;14.6;82.6
SMA;19440301;-;6;80;949;56.2;5526;1.9;-5.8;15.4;75.8
SMA;19440401;-;0;68;951;49.3;10032;11;-1.1;25.5;67.4
SMA;19440501;-;0;61;952;37.9;12906;13.3;1.7;31.4;67.8
SMA;19440601;-;0;72;948.2;146.6;11112;15.3;7.4;28.8;71.9
SMA;19440701;-;0;67;949.7;92.5;11280;18;10.2;31.8;72.8
SMA;19440801;-;0;53;951.2;97.7;15383;21.1;12.1;34.8;71.2
SMA;19440901;-;0;68;953.2;102.6;7991;13.9;3;26.9;78.9
SMA;19441001;-;0;79;944.9;52.2;5538;8.8;-0.7;18.6;80.7
SMA;19441101;-;0;86;946.6;214.1;2478;4.4;-1.7;14.3;86.2
SMA;19441201;-;0;82;949.6;82;2166;-0.1;-8.5;10.4;85.9
SMA;19450101;-;13;90;944.3;59;1854;-4.7;-14.6;7.1;88.1
SMA;19450201;-;3;72;958;65.2;4500;4.4;-2.2;15.3;87.1
SMA;19450301;-;0;67;958.6;64.1;7794;6.8;-3.4;21.8;79.3
SMA;19450401;-;0;51;951.6;48.6;13332;10.9;0.5;25.3;72.3
SMA;19450501;-;0;58;948.5;111.9;15810;15.6;-1;31.4;69.9
SMA;19450601;-;0;58;953.8;65.3;17802;19;6.9;32.7;65
SMA;19450701;-;0;47;951.6;66.1;18126;19.6;8.2;35.4;65.8
SMA;19450801;-;0;61;947.7;187.5;12456;17.2;10.4;31.3;74.6
SMA;19450901;-;0;60;953.2;138.7;10692;15.2;5.3;28.7;79.9
SMA;19451001;-;0;65;954.1;46.7;8358;9.6;2;21.2;80.9
SMA;19451101;-;0;93;949.8;52.1;1212;2.8;-4.3;13.3;87.9
SMA;19451201;-;1;91;946.3;117.9;1596;1.6;-10.9;14.7;85.3
SMA;19460101;-;0;78;954.5;42.7;2580;-1.8;-10.9;13.3;85.7
SMA;19460201;-;2;87;950.9;106.2;2616;4;-2.4;14.1;77
SMA;19460301;-;0;63;946.6;26.9;8454;6.3;-2.9;21.6;76
SMA;19460401;-;0;48;950;16.4;13404;12;0.3;24.3;65.1
SMA;19460501;-;0;67;945.3;126.9;12462;14.7;4.7;27.7;70.3
SMA;19460601;-;0;72;951.3;202.2;10014;15.5;7.5;31.8;74.6
SMA;19460701;-;0;54;953.1;177.7;15858;18.8;10.2;34.4;72.3
SMA;19460801;-;0;60;950.1;158;13392;17.2;6.3;34.5;74.4
SMA;19460901;-;0;59;952.7;120.2;11160;14.9;6.6;26;80.2
SMA;19461001;-;0;75;950.1;37.1;5946;8.2;-0.2;23.7;82.1
SMA;19461101;-;0;76;947.1;45.3;3918;4.1;-3.2;15;84.9
SMA;19461201;-;0;95;947.8;37.3;768;-0.8;-10.1;8.4;88.9
SMA;19470101;-;4;80;949.5;91.3;3720;-3.1;-15.6;9.9;83.5
SMA;19470201;-;12;86;938;57.9;2076;-1.9;-9.2;9.9;84.9
SMA;19470301;-;3;83;942;134.7;4662;5.6;-9.4;21.3;76.2
SMA;19470401;-;0;51;954.5;31.7;14538;12.1;0.2;28;61.1
SMA;19470501;-;0;65;949.2;48;11580;15.4;4.8;30.4;70.9
SMA;19470601;-;0;49;951.5;57.1;16253;18.8;7.6;36.4;64.2
SMA;19470701;-;0;47;951.3;96.6;16163;20.3;10.6;37.7;65.6
SMA;19470801;-;0;38;951.2;39.4;18342;20.9;8.7;35.7;59.7
SMA;19470901;-;0;37;953.2;48;14328;17.3;6.5;32.4;67.2
SMA;19471001;-;0;59;953.7;11.8;8268;9.6;-1.4;23.5;78.1
SMA;19471101;-;0;78;949.4;163.2;3486;6.4;-4.8;17.2;82.7
SMA;19471201;-;3;87;947.7;110.5;1860;2;-3.8;15.4;81.1
SMA;19480101;-;0;88;941.3;130.2;2772;3.8;-3.2;16.9;79.3
SMA;19480201;-;0;80;953.6;57.2;4182;2;-10.4;15.6;74.3
SMA;19480301;-;0;39;960.3;24.3;14886;8.6;-1.7;20.9;65.2
SMA;19480401;-;0;58;947.2;64.2;11136;10;0.7;25.8;69.4
SMA;19480501;-;0;59;947.3;51;13860;14.9;5.5;27.5;65.2
SMA;19480601;-;0;64;950;155.2;12186;15.9;7.3;32;68.9
SMA;19480701;-;0;76;951.4;170;8850;15.5;6.7;30.9;79.5
SMA;19480801;-;0;66;950.2;94.7;11094;17.3;9;30.4;77.8
SMA;19480901;-;0;54;952.9;47.9;10542;14.4;3.8;27.8;78.2
SMA;19481001;-;0;72;952.5;24.7;7278;10.3;2;25;81.5
SMA;19481101;-;0;83;958;53.9;2580;4.5;-4.3;18;87.7
SMA;19481201;-;0;87;955.8;22.4;1782;0.3;-7.1;11.7;87.5
SMA;19490101;-;0;78;956.8;31.2;3648;0.7;-6.8;11.7;85.1
SMA;19490201;-;1;39;960.8;15.5;8796;1.6;-9.6;13.7;74.7
SMA;19490301;-;0;54;951;48.5;9690;3.6;-10.9;20.5;66.7
SMA;19490401;-;0;56;952.5;105.7;12174;12.3;-1;28.6;66.4
SMA;19490501;-;0;77;947.5;72.2;8298;11.9;1;29.9;74.1
SMA;19490601;-;0;51;952.2;36.9;16944;16.9;7;30;59.9
SMA;19490701;-;0;37;953.1;42;19560;20.3;9.6;36.7;55.5
SMA;19490801;-;0;57;954.2;53.8;13644;19.2;8;33.9;61
SMA;19490901;-;0;45;953.4;55.3;12054;17.1;9.4;32.2;74.6
SMA;19491001;-;0;57;954.3;25.9;9504;11.6;-2.9;23.5;76.8
SMA;19491101;-;0;81;944.3;74.8;2142;3.4;-4.4;14.6;84
SMA;19491201;-;1;83;949.9;112.4;2184;2.9;-5.5;13.6;83.1
SMA;19500101;-;1;81;953;34.5;2322;-0.7;-11.6;9.8;78.9
SMA;19500201;-;0;75;948.1;72.9;4578;3.4;-5.7;18.5;71.3
SMA;19500301;-;0;50;953.1;27.4;10746;5.5;-7.3;17.6;69
SMA;19500401;-;0;76;944.1;134.1;7044;6.9;-1.7;21.9;69.8
SMA;19500501;-;0;53;950.1;78.5;14610;14.6;4.7;30.6;62.4
SMA;19500601;-;0;45;953;107.2;17802;18.5;10.2;34.4;61.7
SMA;19500701;-;0;49;951.4;80.2;17352;20.1;9.9;33.8;61.6
SMA;19500801;-;0;58;950.1;128.2;12990;17.7;9.7;32.2;72.3
SMA;19500901;-;0;73;950.9;128.7;7236;13.5;4.7;26.6;79.5
SMA;19501001;-;0;65;953.5;47.9;6684;8.7;-4.6;20.5;85
SMA;19501101;-;0;83;946.1;235.2;2940;4.5;-3.4;15.7;84.5
SMA;19501201;-;4;83;941.8;41.4;2322;-1.8;-9.8;11.2;83.2
SMA;19510101;-;2;83;945.8;70.7;2340;1.4;-5;9.3;85
SMA;19510201;-;1;77;942.2;91.3;3942;2.1;-5;13.1;79.3
SMA;19510301;-;0;75;943.1;108.8;5232;3.5;-6.7;18.9;75.6
SMA;19510401;-;0;59;949.8;75.7;10974;8.2;-1.6;23.8;67.7
SMA;19510501;-;0;72;945.7;82.3;10338;11.9;0.1;27.3;74
